noi_permit_number,project_name,latitude,longitude,receiving_waters,total_land_area,estimated_area,construct_start,construct_end
5572,I G BURTON NEW CHRYSLER BUILDING,38.948611,-75.426667,Mispillion River,6.5,0.9,3/1/2018,6/30/2018
5573,IG BURTON CHEVROLET PARKING EXPANSION,38.951389,-75.426111,Mispillion River,5.1,3.7,3/1/2018,6/30/2018
5574,LAWNDALE LOTS 28-30 ANDLOT 553-44,39.275,-75.591667,Smyrna River,1.1,1,11/1/2017,11/1/2018
5575,755 GOVERNOR LEA ROAD,39.599167,-75.6375,Red Lion Creek,15.6,3.6,10/1/2017,11/1/2017
5576,Lot 4A - Sandy Brae Industrial Park,39.65452,-75.78016,Christina River,4.26,3.3,9/30/2017,9/30/2018
5577,BURNETT SCHOOL DEMOLITION,39.766667,-75.525833,Shellpot Creek,21.3,1.3,12/1/2017,6/30/2018
5578,Keen Compressed Gas Co. - New Castle Ave. Expansio,39.716389,-75.5475,Christina River,5.71,3.9,10/20/2017,4/20/2019
5580,CLAYMONT SUBSTATION,39.80121,-75.44706,Delaware River,6.1,1.6,10/1/2017,10/1/2019
5581,"Alam Farm, LLC",38.759167,-75.702222,Marshyhope Creek,40.7,8.7,1/1/2018,1/1/2019
5582,REHOBOTH ELEMENTARY SCHOOL,38.7086,-75.0877,Rehoboth Bay,24.4,21.4,1/4/2018,4/30/2018
5583,Cold Storage Addition,39.613744,-75.755272,Christina River,25.47,0.96,1/2/2017,4/30/2018
5586,PROJECT COMET,39.661389,-75.756111,White Clay Creek,179.2,14.2,10/15/2017,12/31/2019
5587,Living Hope Fellowship Church,38.84,-75.5125,Nanticoke River,4.98,4.28,2/1/2018,9/1/2018
5588,1050 CORNER KETCH ROAD,39.753333,-75.745,White Clay Creek,17.1,3.1,11/1/2017,11/1/2020
5589,ROSS POINT FREEDOM CHURCH,38.6415,-75.6345,Nanticoke River,2.3,2.2,6/1/2018,6/1/2019
5590,MIDDLE CREEK PRESERVE,38.678611,-75.172222,Rehoboth Bay,147,120.9,3/15/2018,3/15/2023
5591,JAVED FARM LLC,38.6,-75.593889,Nanticoke River,65.9,16.6,6/30/2018,12/31/2018
5592,RIVERFRONT HOTEL,39.73244,-75.56141,Christina River,4.1,2.5,11/1/2017,11/1/2020
5594,"Bay Road One, LLC - Bay Road Office Park",39.154475,-75.51,St. Jones River,7.08,6.46,1/1/2018,12/31/2018
5595,Sycamore Hill Church,39.78482,-75.68693,White Clay Creek,5.7,2.8,11/1/2017,11/1/2020
5596,JOHNSON DEVELOPMENT DRAINAGE IMPROVEMENTS PHASE II,38.6175,-75.6022,Nanticoke River,8.24,8.24,1/1/2018,12/31/2018
5600,LOUTH SUBDIVISION,39.770833,-75.734444,White Clay Creek,6.3,1.2,11/1/2017,3/1/2019
5603,141 & CENTRE RD PAVEMENT REHABILITATION,39.765833,-75.598889,Brandywine Creek,2.8,2.8,10/16/2017,12/1/2018
5604,US 40 & SR 72 INTERSECTION IMPROVEMENTS,39.608333,-75.715278,Christina River,13.1,13.1,1/2/2018,3/1/2021
5605,JOMAK PROPERTIES,38.9551,-75.5657,Murderkill River,5.4,8,4/1/2018,10/1/2018
5606,CAPITAL STATION,39.1605,75.5974,St. Jones River,8.9,10,3/1/2018,3/1/2019
5607,DANIEL FARM LLC,38.720833,-75.663056,Marshyhope Creek,44.2,8.3,9/30/2018,3/31/2019
5608,MAPLE BRANCH POULTRY FARM,38.75195,-75.460367,Nanticoke River,25.1,22.1,6/15/2018,6/15/2019
5609,"GILLS NECK RD, FRONT ST AND SAVANNAH RD WATER & SE",38.775725,-75.138439,Lewes-Rehoboth Canal,3.2,1.9,12/1/2017,12/30/2018
5610,NEW CASTLE AIRPORT - TAXIWAY B SOUTH,39.680833,-75.6025,Army Creek,1037.5,14.9,5/1/2018,8/1/2018
5611,SELBYVILLE 54 STORAGE LLC,38.461944,-75.148611,Assawoman,10.5,8,3/1/2018,8/1/2018
5612,MILL 6,39.8051,-75.674,Red Clay Creek,4.7,4.3,11/1/2017,11/1/2019
5613,BAKER PETROLEUM EXXON,38.6819,-75.3966,Deep Creek,1,0.01,4/1/2018,7/1/2018
5615,MILLSBORO TOWN SQUARE,38.581329,-75.291988,Indian River,0.7,0.63,4/15/2018,10/15/2018
5616,DESTORAGE COM CLATYON,39.2981,-75.6292,Smyrna River,7.4,4.4,4/1/2018,10/1/2018
5617,4925 OLD CAPITOL TRAIL,39.71852,-75.66407,White Clay Creek,3.8,1.5,3/1/2018,6/1/2018
5618,THE VINEYARDS AT NASSAU VALLEY PHASE 3,38.743674,-75.192103,Broadkill River,77.81,27.28,10/1/2018,10/1/2020
5619,PENN'S PLAZA -#2 PENN'S WAY,39.6852,-75.6095,Christina River,6.2,0.8,3/1/2018,8/1/2018
5624,MILLVILLE BY THE SEA VILLAGE I,38.528333,-75.130556,Little Assawoman,46.5,37.6,12/1/2017,12/1/2019
5626,BURGER KING,39.730556,-75.555278,Lower Christina River,1.8,1.8,4/30/2018,6/30/2019
5627,214 Bear Christiana Road,39,-75.655556,Christina River,2.06,0.65,12/1/2017,6/1/2019
5628,EXPERIMENTAL STATION MASTER PLAN YEAR 2017,39.773333,-75.571667,Brandywine Creek,128.5,40.6,12/1/2017,12/1/2022
5629,BROOKSTONE TRACE APARTMENTS,38.903611,-75.445556,Delaware Bay,2.5,2.4,4/1/2017,4/1/2018
5631,FERGUSON HVAC RT 8 WAREHOUSE,38.746389,-75.182778,Broadkill River,6.69,3.93,10/1/2018,10/1/2019
5632,POT NETS OVERFLOW PARKING,38.622222,-75.16,Indian River Bay,198.1,9.01,3/1/2018,6/1/2018
5633,DSU RESIDENCE HALL,39.184722,-75.543611,St. Jones River,287.3,6,1/1/2018,10/1/2019
5634,BRIDGEVILLE BRANCH TAX DITCH MAINTENANCE DIPOUT,38.744082,-75.652904,Nanticoke River,22,22,8/1/2017,8/1/2018
5636,DUNKIN DONUTS DOVER,39.09277,-75.32502,St. Jones River,7.7,4.58,2/1/2018,2/1/2019
5637,WESTON WILLOWS APARTMENT COMMUNITY,38.714474,-75.322335,Broadkill River,26.96,17.12,4/1/2018,4/1/2020
5638,EDGEMOOR GARDENS PARK,39.758333,-75.504167,Shellpot Creek,3.4,1.1,4/1/2018,8/31/2018
5639,COREY DAVIS POULTRY,38.458333,-75.473056,Broadkill River,54.3,17.4,3/31/2018,9/30/2019
5640,PARCEL C KINGS CREEK COUNTRY CLUB,38.708889,-75.119167,Rehoboth Bay,57.8,8.4,2/1/2018,6/30/2018
5641,BURNETT SCHOOL DEMOLITION,39.766667,-75.525833,Shellpot Creek,21.3,5.3,4/15/2018,12/30/2019
5642,CHEEMA FARMS POULTRY FARM COMPLEX,38.885621,-75.605973,Marshyhope Creek,43.42,12.5,2/1/2018,8/1/2018
5643,SMO DASH IN STORE #295,39.712545,-75.647554,Red Clay Creek,1,1.2,7/15/2018,1/30/2019
5644,16 MILE BREWING COMPANY,38.6782,-75.3788,Indian River,7.5,1.53,3/1/2018,8/1/2018
5645,LITTLE EINSTEIN EXPANSION,38.7046,-75.3667,Broadkill River,4,3.94,3/1/2018,8/1/2018
5646,CHURCH OF GOD OF PROPHECY,38.667002,-75.372155,Indian River,9.67,6.99,8/15/2018,8/30/2019
5647,BRIDGEVILLE POLICE STATION,38.7437,-75.5983,Nanticoke River,7.8,7.8,4/1/2018,4/1/2020
5648,EVERETT MESSICK,38.615209,-75.492389,Nanticoke River,10,8,5/1/2018,5/1/2019
5650,WATERTOWERS AREA CONCRETE AND ASPHALT DEMO,39.664444,-75.758611,Christina River,164.02,2.7,12/1/2017,1/30/2018
5651,AVE 1743 RESEARCH BLVD CONCRETE SLAB DEMO,39.664167,-75.755833,Christina River,164.02,1.6,1/30/2018,3/30/2018
5654,INGRAM TAX DITCH MAINTENANCE DIPOUT,38.938947,-75.709787,Choptank River,33.9,33.9,11/14/2017,11/14/2018
5656,BRINGHURST INTERCEPTOR PROJECT PHASE 2,37.7725,-75.515556,Shellpot Creek,3.8,3.8,1/8/2018,8/31/2018
5657,SALT AIRE,38.571944,-75.081389,Indian River Bay,4.16,3.75,6/1/2019,6/1/2020
5659,MILLVILLE COMMUNITY PARK,38.54,-75.11,Indian River,4.9,4,2/1/2018,2/1/2019
5660,US 9 AND SR5 INTERSECTION IMPROVEMENTS,38.725,-75.285556,Broadkill River,4.6,4.6,4/1/2018,4/1/2019
5661,SR 1 NE FRONT STREET GRAD SEPERATED INTERSECTION,38.925,-75.4125,Mispillion River,83.5,83.5,3/1/2018,3/1/2020
5663,Red Lion Veterinary Hospital: New Facility,39.610826,-75.660812,Red Lion Creek,5.9,2.05,6/1/2018,6/1/2019
5665,ROYAL FARMS #349,39.695,-75.556667,Delaware River,5.8,2.1,4/2/2018,1/1/2019
5666,BOWLING ALLEY PARCEL PARKING,39.659,-75.5649,Delaware River,0.7,0.9,3/1/2018,4/30/2019
5667,Caesar Rodney High School Addition and Site Improv,39.119033,-75.540461,St. Jones River,52.25,18,4/2/2018,10/2/2020
5668,MCKEE PERSONAL STORAGE FACILITY,39.439722,-75.743333,Bohemia Creek,4.6,5.1,3/1/2018,3/1/2019
5669,LIGHTHOUSE ANNEX,38.462775,-75.18997,Buntings Branch,1.66,1.6,2/1/2018,11/1/2018
5670,GREENBANK HILL,39.738889,-75.636111,Christina River,1.74,1.74,4/1/2018,9/1/2018
5671,LANDS OF LUKE AND ALISON HOWARD,35.269703,-75.735953,Smyrna River,217.87,7.7,3/1/2018,6/1/2018
5673,TAX PARCEL 06-059-00 165 STOCKPILE,39.805556,-75.448611,Delaware River,63,4,1/25/2018,1/1/2020
5674,DELCASTLE TENNIS CENTER,39.746111,-75.655556,Red Clay Creek,450.66,3.4,4/1/2018,7/1/2018
5675,SOUTH CHAPEL STREET DUNKIN DONUTS,39.658333,-75.732778,Christina River,1.2,1.3,6/1/2018,6/1/2020
5676,MAJOR SUBDIVISION OF BOXWOOD ADDITION,39.726111,-75.601667,Shellpot Creek,1.5,1.5,3/1/2018,12/30/2018
5677,SELBYVILLE TOWNE VILLAGE,38.462222,-75.175,Buntings Branch,89.6,90.5,5/1/2018,5/1/2021
5678,MINOR RESUBDIVISION AT 1905 MARSH ROAD,39.806389,-75.500278,Shellpot Creek,1.5,1.5,5/1/2018,7/1/2018
5679,KEY PROPERTIES RESTAURANT,38.741667,-75.147778,Rehoboth Bay,0.9,1,5/1/2018,9/30/2018
5680,New Caesar Rodney Elementary School,39.081111,-75.505939,St. Jones River,25,25.7,8/1/2018,6/1/2019
5681,BAY ROAD COMMERCIAL,39.153611,-75.508611,St. Jones River,12.9,12.5,6/1/2018,6/1/2019
5682,MICROTEL INN AND SUITES,38.928056,-75.418333,Mispillion River,1.9,1.9,3/1/2018,12/1/2018
5683,1365 MARROWS ROAD,39.683889,-75.7325,White Clay Creek,1.8,0.9,4/1/2018,4/1/2020
5684,17 BELLECOR DRIVE,39.6956,-75.59329,Christina River,8.69,4.3,6/1/2018,12/1/2019
5685,TYNDALL BRANCH TAX DITCH MAINTENANCE DIPOUT ,38.62421,-75.473268,Deep Creek,60.7,60.7,7/19/2017,7/19/2018
5686,ATLANTIC AVENUE PHASE 1,38.5352,-75.0552,Atlantic Ocean,2.1,2.1,3/1/2018,6/1/2018
5687,SMO DASH IN STORE #487,39.60453,-75.74536,Christina River,1.2,1.4,9/1/2018,12/31/2018
5688,PLANTATION LAKES AREA - A,38.5925,-75.328611,Indian River,648.7,57.4,2/15/2018,2/15/2023
5689,NECHAY VENTURES LLC,38.49784,-75.555167,Broad Creek,62.4,28.3,4/1/2018,4/1/2019
5691,DARLEY GREEN BLOCKS K LM & Q,39.806111,-75.460556,Naamans Creek,11.7,11.7,5/1/2018,4/30/2020
5692,Walden,38.714474,-75.322335,Round Pole Branch-Broadkill River,151.49,117.3,9/1/2018,9/1/2021
5693,ROCKFORD FALLS LOWER PARCEL,39.767691,-75.559026,Brandywine Creek,12,7.63,3/5/2018,3/5/2019
5694,KOEPPEL-ROBINSON TAX DITCH MAINTENANCE DIPOUT,38.737757,-75.30475,Broadkill River,28.7,28.7,7/18/2017,7/18/2018
5695,CLAYMONT ELEMENTARY SCHOOL,39.803333,-75.464444,Naamans Creek,26.3,4,6/1/2018,12/30/2019
5696,ASHLEY HOMESTORE,38.5694,-75.2821,Indian River,1.9,2.2,6/1/2018,12/1/2018
5697,DELMAR BUSINESS PARK LOTS 1-3,38.460278,-75.558889,Broad Creek,3,3,4/1/2018,3/31/2019
5698,SR72 TRAIL RESURFACING   T201630001,39.672222,-75.737778,White Clay Creek,1.1,1.1,4/1/2018,10/3/2018
5699,CHRISTINA RIVER BRIDGE APPROACHES,39.7275,-75.562778,Christina River,57.7,57.7,5/1/2018,12/31/2019
5700,Sequoia Landscaping,38.713391,-75.326001,Broadkill River,7.67,3.12,3/12/2018,3/12/2019
5702,LOT 20 AND 21 LEVELS BUSINESS PARK,39.4375,-75.75,Bohemia Creek,2.3,2.8,4/2/2018,4/2/2019
5703,ST HELENS CROSSING,38.59072,-75.299038,Indian River,14.87,2,4/15/2018,4/15/2020
5704,189 LUKENS DRIVE PARKING PLAN,39.679444,-75.5475,Delaware River,5,1.5,4/1/2018,4/1/2020
5705,SMITHBRIDGE RESIDENCE,39.838889,-75.573889,Brandywine Creek,5.2,1.4,5/1/2018,12/31/2019
5706,"Lot 3, Wittig Subdivision",39.488889,-75.736111,C & D Canal West,13.58,2.52,3/21/2018,3/21/2019
5707,CONSTRUCT PARALLEL TAXIWAY D AT DE COASTAL AIRPORT,38.687,-75.344,Indian River,661.18,22.02,4/1/2019,4/1/2020
5710,BRIAR CREEK FARMS POULTRY FARM COMPLEX,38.995747,-75.679849,Choptank River,24.6,18.29,4/1/2018,8/31/2018
5711,LOVE CREEK MARINA,38.7016,-75.1623,Rehoboth Bay,15.8,12.7,6/1/2018,6/1/2019
5712,SANDY BOTTOM DITCH MAINTENANCE,38.731025,-75.081004,Lewes-Rehoboth Canal,1.2,1.2,9/10/2018,10/10/2018
5714,CARR ROAD AND MARSH ROAD INTERCHANGE IMP,30.779444,-75.506389,Shellpot Creek,7.8,7.8,6/1/2018,12/31/2019
5716,THE PENNINSULA ON THE INDIAN RIVER BAY  PHASE 1C SAILSIDE,38.619429,-75.175324,Indian River,13.7,12.8,6/1/2018,6/1/2019
5717,NEMOURS SUSSEX MEDICAL OFFICE BUILDING,38.884444,-75.393056,Cedar Creek,8.2,8.5,1/1/2019,1/1/2020
5718,STAR CAMPUS ROADWAYS HEALTHY WAY SCIENCE BLVD AVE,39.664444,-75.760833,Christina River,179.21,7.8,5/1/2018,12/30/2019
5719,STAR CAMPUS ROADWAYS INSPIRATION BLVD AND AVE 1743,39.664444,-75.760833,Christina River,179.21,2.8,5/1/2018,12/30/2019
5720,HOMEWOOD SUITES WILMINGTON,39.730556,-75.561667,Christina River,2.1,2.1,4/16/2018,7/31/2019
5721,DOVER STATION,39.155833,-75.533056,St. Jones River,2.17,2.69,6/1/2018,6/1/2019
5722,SHANNON COVE II,39.481354,-75.652075,Appoquinimink River,15.1,9.9,3/1/2018,12/31/2020
5723,La Grange Plaza,39.6,-75.76,Christina River,5.25,4.25,8/1/2018,8/1/2020
5724,WELLNESS PLAZA,39.445833,-75.723889,Appoquinimink River,1.4,1.6,5/15/2018,11/15/2018
5725,WILMINGTON SPORTS COMPLEX ADVANCE GRADING,39.727222,-72.554444,Christina River,5.4,5.4,4/23/2018,4/1/2019
5727,DELAWARE COASTAL BUSINESS PARK,38.696111,-75.348056,Indian River,74.04,12.1,5/15/2018,5/15/2019
5728,FOUR SEASONS AT BAYMONT FARMS,39.47726,-75.63825,Bohemia Creek,231.3,121,12/1/2018,12/24/2023
5729,DEERFIELD CENTER STORMWATER MANAGEMENT AREA RESTORATION PLAN,39.714694,-75.7475,White Clay Creek,60.9,1.5,5/1/2018,7/1/2018
5730,STOCKLEY CENTER GUARD SHACK AND ENTRANCE,38.622222,-75.320278,Indian River,859.6,1.6,6/1/2018,6/30/2021
5731,ISLAND FARM REGIONAL WATER AND WASTEWATER TREATMENT FACILITY,38.24999,-75.24889,Broadkill River,7.2,2.6,5/1/2018,5/1/2019
5732,SUSSEX COUNTY SPORTS COMPLEX,38.7038,-75.3728,Broadkill River,146.8,57.2,6/1/2018,6/1/2019
5733,BRANDYWINE VILLAGE APARTMENTS,38.5871,-75.2923,Indian River,3.2,1.3,7/15/2018,9/30/2020
5734,"WCCSP Tri-Valley Trail, Phase II",39.7338,-75.73,White Clay Creek,166.7,3.45,6/4/2018,12/28/2018
5737,HERITAGE CONCRETE STOCKPILE,39.718611,-75.55,Shellpot Creek,14.84,2.3,5/14/2018,8/1/2018
5738,HOME 2 SUITES BY HILTON,38.7501,-75.1655,Broadkill River,3.66,2.48,11/1/2018,1/1/2020
5739,COMFORT INN & SUITES BY CHOICE HOTEL,38.6344,-75.1933,Indian River,3.21,3.1,9/1/2018,7/1/2019
5740,31255 CONLEYS CHAPEL ROAD,38.689289,-75.195819,Rehoboth Bay,5.44,4.74,6/1/2018,7/31/2018
5741,CSC MARVEL PARKING LOT IMPROVEMENTS,39.757233,-75.626635,Christina River,7.36,1.8,8/1/2018,11/1/2018
5742,TREASURE BEACH PHASE 1 IMPROVEMENTS,38.462222,-75.0775,Little Assawoman,115.5,1.7,5/1/2018,6/1/2018
5743,GOD'S PEOPLE FOR PURPOSE MINISTRIES,38.607698,-75.188892,Indian River,12.4,3.04,7/1/2018,1/1/2018
5744,144 South DuPont Highway,39.660622,-75.608725,Army Creek,3.17,3.38,1/18/2007,1/19/2003
5745,SILVER RUN SUBSTATION,39.4577,-75.63,Appoquinimink River,14.8,10,10/1/2018,8/31/2019
5746,LINE 10345 AC MITIGATION PROJECT,39.816667,-75.445833,Naamans Creek,1.5,0.9,7/1/2018,12/20/2018
5747,OYSTER HOUSE VILLAGE,38.705883,-75.093889,Lewes-Rehoboth Canal,4.5,4.4,1/1/2019,1/1/2021
5748,Spring Meadow Corporate,39.246111,-75.5875,Leipsic River,1.84,1.4,10/1/2018,4/1/2018
5749,LANDS OF MD1 INVESTMENT GROUP LLC,38.444,-75.1005,Delaware Bay,6.9,6.2,10/1/2018,10/1/2019
5750,MINOR SUBDIVISION OF 520 VALLEY ROAD,39.775,-75.7175,White Clay Creek,5.8,2.9,8/1/2018,6/1/2019
5751,ASKETUM BRANCH POULTRY  FARM,38.605655,-75.401141,Indian River,44.5,17.16,8/15/2018,5/15/2019
5752,1685 RIVER ROAD,39.598611,-75.626667,Delaware River,20.9,13,8/1/2018,8/1/2021
5753,CONCORD TOWERS INC,39.674167,-75.679722,Christina River,4.9,1,6/1/2018,6/1/2019
5754,ELHIND SUBDIVISION ,39.645833,-75.7125,Christina River,0.62,0.62,8/21/2018,12/17/2019
5755,GLASGOW COMMONS,39.603611,-75.741111,Christina River,29.63,29.63,7/31/2018,12/31/2025
5756,MCDONALD'S SEAFORD,38.653056,-75.595278,Nanticoke River,1.9,2.2,10/1/2018,4/30/2019
5757,STANTON WATER TREATMENT PLANT,39.70701,-75.643578,White Clay Creek,16.9,2.9,8/1/2018,11/29/2019
5758,11323 TRUSSUM POND ROAD,38.546944,-75.549722,Broad Creek,12.2,4.9,7/1/2018,7/1/2019
5759,BARRETT POULTRY HOUSES,39.053333,-75.626944,St. Jones River,0.88,18.6,9/1/2018,4/1/2019
5760,Expansion of Woodfield Preserve,38.8057,-75.2637,Broadkill River,25.93,29.02,7/15/2018,7/15/2019
5761,Tractor Supply,38.45,-75.17,Iron Branch,3.61,7.16,7/2/2018,10/1/2018
5762,CHRISTIANA FIRE CO,39.665,-75.658889,Christina River,2.1,2.1,11/1/2018,11/1/2020
5763,GEORGETOWN READINESS CENTER DRAINAGE IMPROVEMENTS AND MILITARY VEHICLE PARKING L,38.687222,-75.385833,Indian River,3.9,2.4,3/1/2019,9/30/2022
5764,DE ARMY NATIONAL GUARD BETHANY BEACH TRAINING SITE,38.546111,-75.060278,Little Assawoman,122,1.7,9/1/2018,9/1/2019
5765,SWANN COVE PHASE 9,38.476137,-75.115339,Little Assawoman,6.9,6.7,10/1/2018,6/1/2019
5766,THE HOPE CENTER,38.543056,-75.093056,White Creek-Indian River Bay,13.4,3.7,11/1/2018,9/1/2020
5768,HOMEWOOD SUITES WILMINGTON CHRISTIANA,39.695,-75.669444,White Clay Creek,49.9,5.5,7/1/2018,12/30/2019
5769,30 BENNY STREET  AND 155 S CHAPEL ST,39.67824,-75.74498,White Clay Creek,0.9,0.9,7/5/2018,1/1/2019
5770,CHRISTIANA FIRE CO,39.664722,-75.659722,Christina River,2.1,2.1,11/1/2018,11/1/2020
5771,JONES MILL BRANCH TAX DITCH MAINTENANCE DIPOUT,38.763613,-75.680371,Marshyhope Creek,20.5,20.5,6/1/2018,6/1/2019
5772,WINSMORE LANDING,38.7736,-75.2433,Broadkill River,81.1,37.6,3/1/2019,10/31/2022
5773,BAY TO BEACH BUILDERS,38.5469,-75.1042,Indian River Bay,1,1,9/1/2018,5/1/2019
5774,Holiday Inn Express at Midway,38.735746,-75.13723,Rehoboth Bay,1.61,1.89,8/27/2018,8/27/2019
5775,BURTON'S POND,38.714474,-75.322335,Round Pole Branch-Broadkill River,53.36,20.24,3/1/2019,9/1/2020
5776,FELTON COUNTRY CUPBOARD,39.0325,-75.723333,Choptank River,1.7,1.4,8/1/2018,8/1/2020
5777,ROYAL FARMS STORE #296,38.724444,-75.284722,Broadkill River,2.3,2.3,8/15/2018,2/15/2019
5778,Baker Farm,39.495966,-75.657861,Appoquinimink River,65,58,9/3/2018,12/31/2028
5779,STONEWATER CREEK PHASE 7,38.666389,-75.216389,Rehoboth Bay,60.3,44.6,3/1/2019,3/1/2020
5780,ONOFFREY BETHANY BEACH,38.5425,-75.076944,Indian River Bay,1.08,0.95,1/1/2019,1/1/2020
5781,NATURE BASED PLAYGROUND INFRASTRUCTURE PHASE 1,38.559444,-75.572222,Broad Creek,3.27,2.47,7/9/2018,12/31/2018
5782,NEW CASTLE COUNTY MAINTENANCE YARD,39.675833,-75.618056,Christina River,24.1,3.6,9/1/2018,9/1/2019
5783,HIGH TIDE CHURCH,38.538831,-75.261328,Indian River Bay,19.3,3.5,10/15/2018,12/15/2019
5784,UD HARRINGTON POND,39.675278,-75.739167,White Clay Creek,32.7,0.9,8/1/2018,8/1/2020
5785,"WALNUT ST, FRONT ST TO 3RD ST WIILMINGTON",39.737222,-75.550556,Christina River,1.23,1.23,8/1/2018,8/1/2019
5786,MOUNTAIRE FARMS MILLSBORO WASTEWATER TREATMENT FACILITY,38.595475,-75.258744,Indian River Bay,639,24,11/1/2018,4/15/2020
5787,GLENN SPRINGS HOLDINGS OUTFALL RELOCATION,39.601389,-75.613889,Delaware River,214.3,2.1,9/1/2018,12/1/2018
5788,BEACHTREE PRESERVE,38.6828,-75.1831,Rehoboth Bay,77.8,60.9,1/31/2019,1/31/2021
5789,BLACKSTON COVE,39.42416,-75.70951,Appoquinimink River,42.3,21.1,6/1/2019,6/1/2022
5790,Bethany Beach Central Park,38.322,-75.0605,Indian River Bay,5.61,5.61,1/1/2018,1/1/2018
5791,FERM INDUSTRIAL PARK,39.7144,-75.5575,Christina River,23.7,0.8,9/1/2018,9/1/2019
5792,PARCEL 4 DELAWARE RIVER INDUSTRIAL PARK,39.71089,-75.54244,Christina River,14.4,2.9,8/1/2018,8/1/2019
5793,HIGHLAND ACRES TAX DITCH MAINTENANCE DIPOUT,38.774196,-75.155376,Broadkill River,1.58,1.58,6/22/2018,6/22/2019
5794,FOX HAVEN II SUBDIVISION,38.475478,-75.141785,Buntings Branch,47.57,38.7,10/1/2018,10/1/2019
5795,UNIVERSITY OF DELAWARE STAR CAMPUS MODULAR LAB TRAILERS,39.672222,-75.757222,Christina River,27.1,4,10/31/2018,1/1/2019
5796,A PLUS WAREHOUSE,38.46434,-75.152242,Assawoman,2.38,0.68,10/1/2018,10/1/2020
5797,STAR CAMPUS ROADWAYS WATER TOWER EAST,39.664444,-75.760833,Christina River,179.21,1.6,3/1/2019,12/31/2019
5798,HERRING RIDGE,38.6564,-75.6037,Nanticoke River,6.28,3.7,10/1/2018,10/1/2021
5799,RED MILL POND SOUTH,38.7403,-75.2141,Broadkill River,83.29,61.61,3/1/2019,10/1/2020
5800,2018 HYETTS CORNER ROAD WATER TREATMENT PLANT IMPROVEMENTS,39.517778,-75.65,C & D Canal East,9.38,1.26,10/1/2018,5/31/2019
5801,FS FARMS LLC,38.851596,-75.455097,Mispillion River,30.5,18.9,12/15/2018,12/15/2019
5802,MAPLEWOOD CENTER PARCEL A,38.7294,-75.3033,Rehoboth Bay,1.2,0.9,12/1/2018,12/1/2019
5803,OUR LADY OF GUADALUP CHURCH,38.511667,-75.153333,Little Assawoman,25,5.3,8/12/2018,8/12/2019
5804,RED ROBIN,39.445833,-75.741667,Bohemia Creek,11.98,2.8,8/13/2018,8/13/2019
5805,TOUCH OF ITALY COMMISSARY,38.929167,-75.454167,Mispillion River,2,2.3,10/29/2018,3/31/2019
5806,WILMINGTON SPORTS COMPLEX,39.727222,-75.554444,Christina River,16.5,6.5,7/30/2018,4/30/2019
5807,ROYAL FARMS STORE NO 337,38.4625,-75.234722,Buntings Branch,15.8,7.9,10/15/2018,4/15/2018
5808,ARBOR LYN,38.721111,-75.133611,Rehoboth Bay,35.5,35.9,11/15/2018,8/15/2019
5809,IG BURTON AUTO CAMPUS EXPANSION,38.945278,-75.429167,Mispillion River,20.6,16.6,12/1/2018,12/31/2021
5810,LOVE OF CHRIST CHURCH,39.42152,-75.76888,Bohemia Creek,10,10,11/1/2018,6/1/2019
5811,TRADITIONS AT WHITEHALL,39.527778,-75.683056,C & D Canal East,84.2,62.8,10/1/2018,10/1/2023
5812,HOLTS LANDING BOARDWALK AND TRAIL IMPROVEMENTS,38.590718,-75.130056,Indian River Bay,171.3,1.2,11/1/2018,11/1/2019
5813,MILLSBORO SELF STORAGE,38.599718,-75.327065,Indian River,7,7.5,5/1/2019,5/1/2020
5815,POINT BRANCH TAX DITCH MAINTENANCE DIPOUT,38.878924,-75.628331,Marshyhope Creek,8.04,8.04,8/2/2018,8/2/2019
5817,BRIGHT-HAINES TAX DITCH MAINTENANCE DIPOUT,38.885959,-75.639294,Marshyhope Creek,13.7,13.7,8/7/2018,8/7/2019
5818,LOT 6 RIVER ROAD INDUSTRIAL PARK II,39.65344,-75.59714,Army Creek,3.8,2.6,9/1/2018,9/1/2019
5819,DE Korean UM Church Addition,39.77311,-75.66619,Red Clay Creek,4.04,1.3,9/15/2018,9/15/2019
5820,Beebe Healthcare - South Coastal Campus - Millvill,38.531222,-75.139769,Indian River Bay,27.71,16.32,10/31/2018,1/31/2020
5821,RETREAT OF MILLSTONE,38.5865,-75.3065,Indian River,35.33,12.1,9/1/2018,9/1/2022
5822,HARMONY RIDGE,39.696081,-75.693961,White Clay Creek,1.85,0.6,11/1/2018,11/30/2019
5823,ELLIOTT-NICHOLS TAX DITCH MAINTENANCE PLAN,38.497691,-75.511093,Broad Creek,4.55,4.55,9/1/2018,9/1/2019
5824,WOODENHAWK TAX DITCH MAINTENANCE DIPOUT,38.787596,-75.719481,Marshyhope Creek,1.92,1.92,8/29/2018,8/29/2018
5825,GOOSE POND TAX DITCH MAINTENANCE DIPOUT,38.922939,-75.53348,Mispillion River,10.3,10.3,8/14/2018,8/14/2019
5826,Cornerstone Open Space Regrading,39.5787,-75.7388,C & D Canal East,31,24,9/1/2018,12/31/2018
5827,Lewis Commercial ,39.721111,-75.586111,Christina River,2.1,2.13,10/1/2018,10/1/2020
5828,TAIL BANGERS STORAGE BUILDING,38.5981,-75.3151,Indian River,2,0.7,11/1/2018,5/1/2019
